1 0.934927 0.874389 0.818386 0.766917 0.719983 0.677584 0.639719 0.606389 0.577594 0.553334 0.533608 0.518416 0.50776 0.501638 0.500051 0.502999 0.510481 0.522498 0.539049 0.560136 0.585757 0.615912 0.650603 0.689827 0.733587 0.781882 0.834711 0.892075 0.953973 0.987952 0.948854 0.911388 0.875555 0.841355 0.808787 0.777851 0.748548 0.720877 0.694839 0.670434 0.64766 0.62652 0.607012 0.589136 0.572893 0.558282 0.545304 0.533958 0.524244 0.516164 0.509715 0.504899 0.501716 0.500165 0.500247 0.501961 0.505308 0.510287 0.516898 0.525142 0.535019 0.546528 0.559669 0.574443 0.59085 0.608889 0.62856 0.649864 0.672801 0.697369 0.723571 0.751405 0.780871 0.81197 0.844701 0.879065 0.915061 0.95269 0.991952 0.922457 0.834711 0.757168 0.689828 0.632691 0.585757 0.549026 0.522498 0.506173 0.500051 0.504132 0.518417 0.542904 0.577594 0.622487 0.677584 0.742884 0.818386 0.904092 1 
1.07303 0.92963 0.866953 0.813248 0.764111 0.71951 0.679443 0.64391 0.612913 0.58645 0.564522 0.547128 0.534269 0.525945 0.522155 0.5229 0.52818 0.537995 0.552344 0.571228 0.594646 0.6226 0.655088 0.69211 0.733667 0.779759 0.830386 0.885547 0.945244 1.00895 1.00539 0.919682 0.883078 0.844739 0.807645 0.772184 0.738354 0.706157 0.675593 0.646661 0.619362 0.593696 0.569661 0.547259 0.52649 0.507353 0.489849 0.473977 0.459737 0.447131 0.436156 0.426814 0.419105 0.413028 0.408583 0.405771 0.404592 0.405045 0.40713 0.410848 0.416199 0.423182 0.431797 0.442045 0.453925 0.467438 0.482584 0.499362 0.517772 0.537814 0.55949 0.582798 0.607738 0.634311 0.662516 0.692354 0.723824 0.75614 0.786677 0.812871 0.70586 0.615682 0.535707 0.465935 0.406365 0.356999 0.317836 0.288876 0.270119 0.261565 0.263214 0.275066 0.297122 0.32938 0.371841 0.424506 0.487373 0.560443 0.642393 0.245257 
1.13198 0.997538 0.873491 0.809638 0.75807 0.71555 0.677687 0.644359 0.615566 0.591307 0.571583 0.556393 0.545738 0.539618 0.538033 0.540982 0.548466 0.560485 0.577038 0.598126 0.623749 0.653906 0.688598 0.727825 0.771586 0.819882 0.872713 0.930079 0.990952 1.05308 1.03633 0.939288 0.872222 0.840663 0.806674 0.770607 0.733835 0.698631 0.665059 0.633119 0.602812 0.574137 0.547095 0.521685 0.497908 0.475763 0.455251 0.436371 0.419124 0.403509 0.389527 0.377177 0.366459 0.357374 0.349922 0.344102 0.339915 0.33736 0.336437 0.337147 0.33949 0.343465 0.349072 0.356312 0.365185 0.37569 0.387827 0.401597 0.416999 0.434034 0.452702 0.473002 0.494934 0.518499 0.543242 0.566794 0.588562 0.608247 0.741759 0.607369 0.502425 0.410184 0.328251 0.25652 0.194993 0.143668 0.102547 0.0716281 0.0509128 0.0404006 0.0400913 0.0499851 0.0700819 0.100382 0.140885 0.191591 0.2525 0.318674 -0.0998139 -0.424208 
1.17786 1.05099 0.938983 0.831708 0.766775 0.714812 0.674389 0.642898 0.616181 0.593998 0.57635 0.563236 0.554658 0.550613 0.551104 0.556129 0.565689 0.579784 0.598413 0.621577 0.649276 0.681509 0.718277 0.75958 0.805417 0.855789 0.910679 0.968534 1.02777 1.08755 1.05416 0.975816 0.894202 0.843729 0.816488 0.786683 0.754666 0.72079 0.685411 0.650349 0.61692 0.585123 0.554958 0.526426 0.499527 0.47426 0.450625 0.428623 0.408254 0.389517 0.372412 0.35694 0.3431 0.330893 0.320319 0.311376 0.304067 0.298389 0.294345 0.291933 0.291153 0.292006 0.294491 0.298609 0.304359 0.311741 0.320757 0.331404 0.343684 0.357597 0.373142 0.390089 0.406429 0.421457 0.434872 0.446375 0.455665 0.657417 0.578428 0.419643 0.311267 0.216737 0.133319 0.060104 -0.0029081 -0.0557171 -0.0983231 -0.130726 -0.152926 -0.164923 -0.166717 -0.158308 -0.139695 -0.11088 -0.071862 -0.0228822 0.0264754 -0.407842 -0.66448 -1.01518 
1.21166 1.09184 0.991246 0.895755 0.80441 0.738493 0.68623 0.646191 0.616948 0.596357 0.580657 0.569491 0.56286 0.560764 0.563202 0.570175 0.581683 0.597725 0.618302 0.643414 0.673061 0.707242 0.745958 0.789208 0.836993 0.889157 0.943985 1.00034 1.05741 1.11434 1.06119 0.989525 0.943352 0.868306 0.83255 0.8089 0.782552 0.753859 0.723173 0.690848 0.657235 0.62279 0.589389 0.557621 0.527484 0.498981 0.47211 0.446871 0.423265 0.401291 0.38095 0.362241 0.345165 0.329722 0.31591 0.303732 0.293185 0.284272 0.27699 0.271342 0.267325 0.264941 0.26419 0.265071 0.267585 0.271731 0.27751 0.284921 0.293869 0.30277 0.31083 0.317748 0.323226 0.326963 0.328659 0.328015 0.571919 0.504489 0.421872 0.242485 0.130994 0.0339943 -0.050568 -0.124794 -0.188817 -0.242637 -0.286254 -0.319668 -0.342878 -0.355886 -0.358691 -0.351292 -0.333691 -0.305887 -0.269941 -0.23657 -0.651465 -0.96253 -1.13226 -1.53443 
1.23439 1.12162 1.02904 0.94716 0.86798 0.791725 0.724921 0.672454 0.632895 0.604816 0.586788 0.57699 0.572179 0.571903 0.576161 0.584953 0.598281 0.616143 0.63854 0.665471 0.696937 0.732938 0.773474 0.818544 0.867774 0.919594 0.973101 1.02746 1.08185 1.18365 1.05972 0.992038 0.968278 0.929102 0.859963 0.837032 0.816245 0.792628 0.766532 0.73831 0.708315 0.676899 0.644414 0.611214 0.577918 0.546063 0.515842 0.487252 0.460295 0.43497 0.411278 0.389219 0.368792 0.349997 0.332835 0.317305 0.303408 0.291143 0.280511 0.271512 0.264144 0.25841 0.254308 0.251838 0.251 0.25177 0.253004 0.253868 0.254062 0.253287 0.251244 0.247631 0.242148 0.234497 0.224377 0.486851 0.418364 0.388967 0.268152 0.074407 -0.0398821 -0.139072 -0.224891 -0.299654 -0.364214 -0.418571 -0.462725 -0.496676 -0.520423 -0.533968 -0.53731 -0.530449 -0.513384 -0.491336 -0.472829 -0.462535 -1.20013 -1.38532 -1.53511 -1.98874 
1.24705 1.14132 1.05489 0.984699 0.918562 0.855786 0.793781 0.726186 0.673611 0.634628 0.607809 0.591725 0.584947 0.585863 0.591813 0.602297 0.617316 0.636869 0.660958 0.68958 0.722738 0.76043 0.802657 0.848816 0.897649 0.948323 1.00001 1.05187 1.10309 1.17119 1.05208 0.98759 0.973655 0.965161 0.93143 0.870852 0.85552 0.836872 0.815258 0.791033 0.764548 0.736156 0.706209 0.675061 0.643063 0.610569 0.577931 0.545903 0.515481 0.486691 0.459534 0.434009 0.410117 0.387857 0.36723 0.348235 0.330872 0.315143 0.301045 0.28858 0.277748 0.268548 0.260979 0.254318 0.247758 0.241001 0.233747 0.225694 0.216544 0.205997 0.193752 0.17951 0.162971 0.143835 0.4038 0.333463 0.316162 0.275668 0.115791 -0.0860772 -0.202848 -0.303911 -0.390986 -0.465956 -0.530579 -0.584999 -0.629216 -0.663231 -0.687042 -0.70065 -0.704055 -0.697855 -0.689434 -0.684668 -0.688229 -1.38223 -1.6152 -1.69311 -1.8798 -2.3849 
1.25063 1.15196 1.07165 1.0099 0.955882 0.905579 0.859303 0.810707 0.742415 0.689829 0.651519 0.626056 0.612012 0.607958 0.612465 0.624039 0.640621 0.661738 0.68739 0.717576 0.752297 0.791534 0.834571 0.880435 0.928297 0.977323 1.02668 1.07555 1.12309 1.15565 1.04056 0.978491 0.965901 0.981159 0.977647 0.9487 0.900149 0.886362 0.869125 0.848788 0.825707 0.800232 0.772717 0.743514 0.712975 0.681454 0.649302 0.616872 0.584518 0.552591 0.521855 0.49275 0.465278 0.439439 0.415232 0.392658 0.371716 0.352406 0.334729 0.318685 0.303899 0.289689 0.275753 0.261791 0.247502 0.232588 0.216748 0.199682 0.18109 0.160673 0.13813 0.113162 0.0854682 0.32435 0.251371 0.23258 0.240914 0.161902 -0.036689 -0.240455 -0.35939 -0.46201 -0.550034 -0.62518 -0.689393 -0.743403 -0.787209 -0.820813 -0.844214 -0.857412 -0.862519 -0.866603 -0.874455 -0.890748 -1.51408 -1.79324 -1.91258 -1.93257 -2.17311 -2.72969 
1.24615 1.15453 1.08035 1.0244 0.981469 0.942715 0.908339 0.878656 0.842628 0.773738 0.721236 0.683694 0.659684 0.647776 0.646542 0.654553 0.67038 0.692583 0.71967 0.751291 0.787392 0.827326 0.870242 0.915309 0.961697 1.00857 1.05511 1.10047 1.14384 1.13931 1.02747 0.967051 0.954499 0.981771 1.00329 1.0041 0.979276 0.940874 0.927904 0.91135 0.891565 0.868901 0.84371 0.816344 0.787158 0.756502 0.72473 0.692194 0.659247 0.626242 0.59353 0.561464 0.530413 0.50088 0.472979 0.446711 0.422075 0.398935 0.376847 0.355504 0.334607 0.313855 0.292949 0.271588 0.249474 0.226305 0.201782 0.175605 0.147474 0.11709 0.0841517 0.0483596 0.250089 0.173674 0.152599 0.173087 0.163832 0.0461933 -0.190764 -0.390215 -0.510997 -0.614857 -0.703513 -0.778682 -0.842135 -0.895261 -0.938184 -0.970904 -0.99349 -1.00974 -1.02521 -1.04456 -1.07246 -1.60094 -1.9247 -2.08487 -2.10818 -2.12745 -2.42183 -3.02988 
1.23461 1.15003 1.08198 1.03123 0.99685 0.968722 0.945324 0.926971 0.913975 0.889676 0.820282 0.767961 0.731284 0.708821 0.699145 0.700827 0.712438 0.732549 0.759732 0.792517 0.829369 0.869356 0.91165 0.955418 0.999832 1.04406 1.08727 1.12863 1.16731 1.12451 1.01514 0.955581 0.942288 0.971673 1.01303 1.03841 1.04288 1.02152 0.991371 0.978493 0.961897 0.941936 0.918961 0.893327 0.865385 0.835489 0.803989 0.77124 0.737594 0.703403 0.669019 0.634796 0.601085 0.56824 0.536613 0.506419 0.477442 0.449382 0.421939 0.394814 0.367705 0.340314 0.312341 0.283485 0.253446 0.221926 0.188623 0.153238 0.115471 0.075022 0.0315911 0.182601 0.101958 0.0778076 0.0963722 0.130687 0.0829831 -0.0729347 -0.347909 -0.536843 -0.659155 -0.763938 -0.852908 -0.927785 -0.990286 -1.04205 -1.08362 -1.1155 -1.14189 -1.16762 -1.19734 -1.23573 -1.28745 -2.01481 -2.21423 -2.27302 -2.21973 -2.2845 -2.63274 -3.29225 
1.21699 1.13947 1.07754 1.032 1.00355 0.985128 0.971785 0.963839 0.961602 0.965388 0.951976 0.882176 0.830132 0.794415 0.773597 0.766249 0.770943 0.786249 0.81074 0.842986 0.880065 0.919605 0.960774 1.00274 1.04468 1.08575 1.12514 1.16199 1.1955 1.11354 1.00586 0.946391 0.931579 0.957873 1.01155 1.05631 1.08489 1.09236 1.07381 1.04999 1.03648 1.01911 0.998246 0.974236 0.947432 0.918187 0.886853 0.853784 0.81933 0.783847 0.747684 0.711196 0.674735 0.638653 0.603305 0.568943 0.53537 0.502287 0.469392 0.436386 0.402969 0.368842 0.333704 0.297255 0.259195 0.219226 0.177046 0.132355 0.0848547 0.0342439 0.123476 0.0378094 0.00979007 0.0256382 0.0715751 0.0827869 -0.00310991 -0.196959 -0.509603 -0.681827 -0.805352 -0.91074 -0.999709 -1.07398 -1.13526 -1.18526 -1.22592 -1.26134 -1.2962 -1.33517 -1.38293 -1.44413 -2.06884 -2.30591 -2.39859 -2.3736 -2.28953 -2.41053 -2.81261 -3.52359 
1.19432 1.12384 1.06804 1.02771 1.00361 0.993461 0.989251 0.990788 0.998386 1.01236 1.03302 1.02966 0.959546 0.907875 0.873215 0.854137 0.849214 0.857016 0.876115 0.905081 0.941461 0.980052 1.0196 1.05926 1.09822 1.13564 1.1707 1.20255 1.23037 1.10871 1.00195 0.941791 0.924681 0.947072 1.00353 1.06248 1.10997 1.14108 1.1509 1.13449 1.11507 1.1002 1.08134 1.05884 1.03307 1.00437 0.973094 0.939597 0.904231 0.867347 0.829299 0.79044 0.75112 0.711695 0.672519 0.633893 0.595627 0.557422 0.518979 0.479995 0.440173 0.399212 0.356812 0.312673 0.266495 0.217979 0.166825 0.112731 0.0553999 0.0742958 -0.017185 -0.049867 -0.0375284 0.0060521 0.0547113 0.0278176 -0.0959233 -0.327355 -0.677321 -0.826654 -0.951075 -1.05675 -1.1454 -1.21874 -1.27849 -1.32713 -1.37045 -1.41332 -1.46042 -1.51641 -1.58597 -2.09203 -2.36516 -2.49014 -2.49368 -2.40251 -2.33507 -2.51229 -2.96823 -3.73068 
1.16759 1.10415 1.05448 1.01935 0.999538 0.995249 0.999248 1.00935 1.02586 1.04909 1.07937 1.117 1.12285 1.05252 1.00132 0.967812 0.950571 0.948169 0.959175 0.982162 1.01554 1.05268 1.0901 1.12696 1.16244 1.19571 1.22593 1.25227 1.26751 1.11234 1.00572 0.944091 0.923906 0.941615 0.993669 1.06158 1.1228 1.17237 1.20536 1.21686 1.20193 1.18497 1.16801 1.14692 1.12207 1.09381 1.06249 1.02846 0.992068 0.953678 0.913637 0.872299 0.830014 0.787137 0.744031 0.701043 0.657988 0.614564 0.570474 0.525416 0.479091 0.431199 0.381439 0.329513 0.27512 0.21796 0.157734 0.0941408 0.0366484 -0.0614403 -0.0995775 -0.0915413 -0.0511107 0.00786288 0.0289543 -0.0356969 -0.196934 -0.465601 -0.82674 -0.972812 -1.09781 -1.20346 -1.29147 -1.36357 -1.42148 -1.47158 -1.52135 -1.57545 -1.63856 -1.71535 -2.08962 -2.39723 -2.55292 -2.58341 -2.51542 -2.3782 -2.36314 -2.59659 -3.10638 -3.92029 
