1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1.00003 1.0179 1.03464 1.05024 1.0647 1.07803 1.09022 1.10128 1.1112 1.11999 1.12764 1.13415 1.13953 1.14377 1.14688 1.14885 1.14968 1.14938 1.14794 1.14537 1.14166 1.13681 1.13083 1.12371 1.11546 1.10607 1.09555 1.08389 1.07109 1.05716 1.04209 1.02589 1.00855 0.99007 0.970458 0.94971 0.927827 0.904807 0.880651 0.85536 0.828933 0.80137 0.772671 0.742836 0.711865 0.679758 0.646516 0.612137 0.576623 0.539973 
1.00022 1.03574 1.06899 1.09997 1.12867 1.15511 1.17927 1.20116 1.22077 1.23812 1.25319 1.266 1.27653 1.28478 1.29077 1.29449 1.29593 1.2951 1.292 1.28663 1.27899 1.26907 1.25688 1.24242 1.22569 1.20669 1.18542 1.16187 1.13605 1.10796 1.0776 1.04497 1.01006 0.972885 0.933437 0.891716 0.847724 0.80146 0.752924 0.702117 0.649037 0.593686 0.536063 0.476169 0.414002 0.349564 0.282854 0.213872 0.142618 0.0690931 
1.00075 1.05369 1.10323 1.14936 1.19208 1.23139 1.26729 1.29979 1.32888 1.35456 1.37683 1.3957 1.41116 1.42321 1.43185 1.43709 1.43892 1.43734 1.43235 1.42395 1.41215 1.39694 1.37832 1.3563 1.33086 1.30202 1.26977 1.23411 1.19505 1.15258 1.1067 1.05741 1.00472 0.948614 0.889104 0.826186 0.75986 0.690127 0.616986 0.540437 0.46048 0.377116 0.290345 0.200166 0.106579 0.00958347 -0.0908189 -0.194629 -0.301847 -0.412472 
1.00178 1.07192 1.13752 1.19857 1.25508 1.30705 1.35447 1.39735 1.43569 1.46948 1.49873 1.52343 1.54359 1.55921 1.57029 1.57682 1.5788 1.57625 1.56915 1.5575 1.54132 1.52059 1.49531 1.46549 1.43113 1.39223 1.34878 1.30079 1.24825 1.19117 1.12955 1.06339 0.992675 0.917422 0.837625 0.753285 0.664401 0.570973 0.473002 0.370487 0.263429 0.151828 0.0356822 -0.0850067 -0.210239 -0.340015 -0.474335 -0.613198 -0.756605 -0.904555 
1.00348 1.09059 1.17203 1.24778 1.31786 1.38225 1.44097 1.49401 1.54136 1.58304 1.61904 1.64936 1.674 1.69296 1.70624 1.71384 1.71576 1.712 1.70257 1.68745 1.66665 1.64018 1.60802 1.57019 1.52668 1.47748 1.42261 1.36206 1.29583 1.22392 1.14633 1.06306 0.974106 0.879477 0.779169 0.673181 0.561514 0.444167 0.321141 0.192435 0.0580502 -0.0820141 -0.227758 -0.379181 -0.536284 -0.699067 -0.867528 -1.04167 -1.22149 -1.40699 
1.00601 1.10987 1.20692 1.29715 1.38057 1.45717 1.52695 1.58992 1.64607 1.69541 1.73794 1.77365 1.80254 1.82462 1.83988 1.84832 1.84996 1.84477 1.83277 1.81396 1.78833 1.75588 1.71662 1.67055 1.61766 1.55795 1.49143 1.41809 1.33794 1.25097 1.15719 1.05659 0.949175 0.834945 0.713901 0.586041 0.451366 0.309875 0.161569 0.00644779 -0.155489 -0.324241 -0.499808 -0.682191 -0.871389 -1.0674 -1.27023 -1.47988 -1.69633 -1.91961 
1.00954 1.12993 1.24236 1.34685 1.44338 1.53196 1.61259 1.68526 1.74999 1.80676 1.85559 1.89646 1.92938 1.95435 1.97137 1.98044 1.98155 1.97472 1.95993 1.9372 1.90651 1.86787 1.82128 1.76673 1.70424 1.6338 1.5554 1.46905 1.37475 1.27251 1.1623 1.04415 0.918049 0.783995 0.641989 0.492032 0.334124 0.168264 -0.00554705 -0.187309 -0.377022 -0.574687 -0.780302 -0.993869 -1.21539 -1.44486 -1.68228 -1.92765 -2.18097 -2.44225 
1.01425 1.15093 1.27853 1.39704 1.50646 1.60679 1.69804 1.7802 1.85327 1.91726 1.97216 2.01797 2.0547 2.08233 2.10088 2.11035 2.11072 2.10201 2.08421 2.05733 2.02136 1.9763 1.92215 1.85892 1.7866 1.70519 1.61469 1.51511 1.40644 1.28869 1.16184 1.02591 0.880896 0.726791 0.5636 0.39132 0.209955 0.0195007 -0.18004 -0.388667 -0.606381 -0.833183 -1.06907 -1.31405 -1.56811 -1.83126 -2.1035 -2.38482 -2.67523 -2.97473 
1.02029 1.17304 1.31558 1.44789 1.56997 1.68184 1.78348 1.8749 1.95609 2.02707 2.08782 2.13834 2.17865 2.20873 2.22858 2.23822 2.23763 2.22682 2.20578 2.17453 2.13304 2.08134 2.01941 1.94727 1.86489 1.7723 1.66948 1.55644 1.43317 1.29968 1.15597 1.00204 0.837882 0.663502 0.478899 0.284074 0.0790253 -0.136248 -0.361742 -0.59746 -0.843401 -1.09956 -1.36595 -1.64256 -1.92939 -2.22645 -2.53373 -2.85123 -3.17896 -3.5169 
1.02783 1.19643 1.35368 1.49957 1.63409 1.75726 1.86907 1.96953 2.05862 2.13635 2.20273 2.25774 2.3014 2.3337 2.35464 2.36422 2.36244 2.3493 2.32481 2.28895 2.24174 2.18316 2.11323 2.03194 1.93929 1.83528 1.71992 1.59319 1.4551 1.30566 1.14486 0.972696 0.789175 0.594295 0.388057 0.170459 -0.0584974 -0.298813 -0.550488 -0.81352 -1.08791 -1.37366 -1.67077 -1.97924 -2.29907 -2.63026 -2.9728 -3.32671 -3.69197 -4.06859 
1.03704 1.22127 1.393 1.55224 1.69898 1.83323 1.95499 2.06425 2.16101 2.24528 2.31706 2.37634 2.42313 2.45742 2.47921 2.48852 2.48532 2.46963 2.44145 2.40077 2.3476 2.28194 2.20377 2.11312 2.00996 1.89432 1.76618 1.62554 1.47241 1.30679 1.12867 0.93805 0.734941 0.519336 0.291237 0.0506425 -0.202446 -0.46803 -0.746109 -1.03668 -1.33975 -1.65531 -1.98337 -2.32392 -2.67697 -3.04251 -3.42055 -3.81108 -4.21411 -4.62963 
1.04808 1.24771 1.43371 1.60607 1.76481 1.90992 2.04139 2.15923 2.26345 2.35403 2.43098 2.4943 2.54399 2.58005 2.60248 2.61128 2.60644 2.58798 2.55589 2.51016 2.45081 2.37782 2.2912 2.19095 2.07708 1.94957 1.80843 1.65366 1.48526 1.30323 1.10756 0.89827 0.675347 0.438792 0.188608 -0.0752087 -0.352654 -0.643732 -0.94844 -1.26678 -1.59875 -1.94435 -2.30358 -2.67644 -3.06293 -3.46305 -3.87681 -4.30419 -4.7452 -5.19985 
1.06113 1.27594 1.47597 1.66124 1.83174 1.98748 2.12844 2.25465 2.36608 2.46275 2.54465 2.61179 2.66416 2.70176 2.7246 2.73267 2.72597 2.70451 2.66828 2.61728 2.55151 2.47098 2.37569 2.26562 2.1408 2.0012 1.84684 1.67771 1.49381 1.29515 1.08172 0.853522 0.61056 0.352832 0.0803356 -0.206926 -0.508954 -0.82575 -1.15731 -1.50364 -1.86474 -2.2406 -2.63123 -3.03662 -3.45678 -3.89171 -4.3414 -4.80586 -5.28509 -5.77909 
1.07636 1.30611 1.51995 1.7179 1.89994 2.06608 2.21632 2.35066 2.46909 2.57162 2.65825 2.72898 2.7838 2.82272 2.84574 2.85285 2.84407 2.81938 2.77879 2.72229 2.6499 2.5616 2.4574 2.33729 2.20129 2.04938 1.88157 1.69785 1.49824 1.28272 1.0513 0.803973 0.540748 0.26162 -0.033411 -0.344344 -0.67118 -1.01392 -1.37256 -1.7471 -2.13755 -2.5439 -2.96615 -3.4043 -3.85836 -4.32832 -4.81417 -5.31594 -5.8336 -6.36717 
1.09391 1.33839 1.56583 1.77622 1.96958 2.1459 2.30519 2.44743 2.57264 2.6808 2.77193 2.84603 2.90308 2.94309 2.96607 2.97201 2.96091 2.93277 2.88759 2.82537 2.74612 2.64983 2.5365 2.40613 2.25872 2.09427 1.91279 1.71426 1.4987 1.2661 1.01647 0.74979 0.466077 0.165324 -0.152467 -0.487296 -0.839164 -1.20807 -1.59402 -1.997 -2.41702 -2.85408 -3.30818 -3.77931 -4.26749 -4.7727 -5.29495 -5.83424 -6.39057 -6.96394 
1.11398 1.37295 1.61375 1.83638 2.04083 2.2271 2.39521 2.54513 2.67689 2.79047 2.88587 2.96311 3.02216 3.06305 3.08575 3.09029 3.07665 3.04484 2.99485 2.92668 2.84035 2.73584 2.61315 2.47229 2.31326 2.13605 1.94067 1.72711 1.49538 1.24547 0.977395 0.691141 0.386713 0.0641117 -0.276664 -0.635615 -1.01274 -1.40804 -1.82151 -2.25316 -2.70298 -3.17098 -3.65715 -4.16149 -4.68401 -5.22471 -5.78357 -6.36061 -6.95583 -7.56922 
1.13671 1.40996 1.6639 1.89853 2.11384 2.30985 2.48655 2.64394 2.78201 2.90078 3.00024 3.08038 3.14122 3.18275 3.20496 3.20787 3.19147 3.15575 3.10073 3.02639 2.93275 2.81979 2.68753 2.53595 2.36507 2.17488 1.96537 1.73655 1.48843 1.22099 0.934248 0.628192 0.302826 -0.041851 -0.405837 -0.789133 -1.19174 -1.61366 -2.05488 -2.51542 -2.99527 -3.49442 -4.01289 -4.55067 -5.10776 -5.68416 -6.27986 -6.89488 -7.52921 -8.18285 
1.16228 1.44958 1.71643 1.96284 2.1888 2.39431 2.57938 2.744 2.88818 3.01191 3.11519 3.19803 3.26042 3.30236 3.32386 3.32492 3.30552 3.26568 3.2054 3.12467 3.02349 2.90187 2.7598 2.59729 2.41432 2.21092 1.98706 1.74277 1.47802 1.19283 0.887193 0.561109 0.21458 -0.152396 -0.539816 -0.947683 -1.376 -1.82476 -2.29396 -2.78361 -3.29371 -3.82425 -4.37524 -4.94668 -5.53856 -6.15089 -6.78366 -7.43688 -8.11055 -8.80466 
1.19086 1.49198 1.77152 2.02948 2.26586 2.48065 2.67387 2.8455 2.99555 3.12401 3.2309 3.3162 3.37992 3.42206 3.44262 3.44159 3.41899 3.3748 3.30903 3.22168 3.11274 2.98223 2.83013 2.65645 2.46119 2.24434 2.00592 1.74591 1.46432 1.16115 0.836395 0.49006 0.122143 -0.267356 -0.678437 -1.1111 -1.56534 -2.04117 -2.53858 -3.05757 -3.59814 -4.1603 -4.74403 -5.34935 -5.97625 -6.62474 -7.2948 -7.98645 -8.69967 -9.43448 
1.22261 1.53733 1.82934 2.09862 2.34519 2.56904 2.77018 2.94859 3.10429 3.23727 3.34753 3.43507 3.4999 3.54201 3.5614 3.55807 3.53203 3.48326 3.41178 3.31758 3.20067 3.06103 2.89868 2.71361 2.50582 2.27532 2.02209 1.74615 1.44749 1.12612 0.782024 0.415212 0.0256815 -0.386566 -0.821531 -1.27922 -1.75962 -2.26274 -2.78857 -3.33713 -3.9084 -4.50239 -5.1191 -5.75852 -6.42067 -7.10553 -7.81311 -8.54341 -9.29642 -10.0722 
1.2577 1.5858 1.89004 2.17043 2.42697 2.65965 2.86848 3.05345 3.21457 3.35184 3.46525 3.55481 3.62052 3.66237 3.68037 3.67451 3.64481 3.59124 3.51383 3.41256 3.28743 3.13846 2.96563 2.76894 2.5484 2.30401 2.03577 1.74366 1.42771 1.08791 0.724246 0.336731 -0.0746365 -0.509858 -0.968933 -1.45186 -1.95864 -2.48928 -3.04377 -3.62212 -4.22431 -4.85036 -5.50027 -6.17403 -6.87164 -7.59311 -8.33842 -9.1076 -9.90063 -10.7175 
1.2963 1.63754 1.9538 2.24507 2.51135 2.75263 2.96893 3.16024 3.32656 3.46789 3.58423 3.67558 3.74194 3.78332 3.7997 3.79109 3.75749 3.69891 3.61533 3.50676 3.37321 3.21466 3.03113 2.8226 2.58909 2.33059 2.0471 1.73861 1.40514 1.04668 0.663227 0.254786 -0.178645 -0.637065 -1.12047 -1.62887 -2.16226 -2.72064 -3.30401 -3.91237 -4.54572 -5.20405 -5.88738 -6.59569 -7.329 -8.0873 -8.87058 -9.67885 -10.5121 -11.3704 
1.33856 1.69274 2.02078 2.3227 2.5985 2.84817 3.07171 3.26913 3.44043 3.58559 3.70464 3.79755 3.86434 3.90501 3.91955 3.90797 3.87026 3.80642 3.71646 3.60037 3.45816 3.28982 3.09536 2.87477 2.62805 2.35522 2.05625 1.73116 1.37994 1.0026 0.599134 0.169541 -0.286177 -0.76802 -1.27599 -1.81008 -2.3703 -2.95665 -3.56912 -4.20772 -4.87244 -5.56329 -6.28026 -7.02335 -7.79258 -8.58793 -9.4094 -10.257 -11.1307 -12.0306 
1.38467 1.75155 2.09116 2.4035 2.68859 2.94642 3.17698 3.38029 3.55633 3.70511 3.82663 3.92089 3.98789 4.02762 4.0401 4.02531 3.98326 3.91395 3.81738 3.69355 3.54245 3.3641 3.15848 2.9256 2.66546 2.37806 2.0634 1.72148 1.35229 0.955844 0.532136 0.0811663 -0.397064 -0.902555 -1.43531 -1.99532 -2.5826 -3.19714 -3.83894 -4.508 -5.20432 -5.9279 -6.67874 -7.45685 -8.26222 -9.09485 -9.95474 -10.8419 -11.7563 -12.698 
1.43479 1.81414 2.16509 2.48764 2.78179 3.04755 3.28491 3.49388 3.67444 3.82661 3.95038 4.04576 4.11274 4.15132 4.1615 4.14328 4.09667 4.02166 3.91826 3.78645 3.62625 3.43766 3.22066 2.97527 2.70148 2.39929 2.06871 1.70973 1.32235 0.90657 0.462399 -0.0101728 -0.511141 -1.04051 -1.59827 -2.18443 -2.79898 -3.44194 -4.11329 -4.81304 -5.54119 -6.29773 -7.08267 -7.89601 -8.73774 -9.60788 -10.5064 -11.4333 -12.3887 -13.3724 
1.48908 1.88068 2.24274 2.57527 2.87827 3.15173 3.39567 3.61007 3.79493 3.95026 4.07606 4.17233 4.23906 4.27626 4.28393 4.26206 4.21066 4.12973 4.01926 3.87926 3.70973 3.51067 3.28207 3.02394 2.73627 2.41907 2.07234 1.69608 1.29028 0.85495 0.390087 -0.10431 -0.628241 -1.1817 -1.7647 -2.37723 -3.01929 -3.69089 -4.39202 -5.12268 -5.88287 -6.6726 -7.49187 -8.34066 -9.21898 -10.1268 -11.0642 -12.0312 -13.0276 -14.0536 
1.54771 1.95133 2.32429 2.66657 2.97819 3.25913 3.50941 3.72902 3.91796 4.07623 4.20383 4.30077 4.36703 4.40262 4.40755 4.38181 4.32539 4.23831 4.12056 3.97214 3.79305 3.5833 3.34287 3.07177 2.77001 2.43758 2.07447 1.6807 1.25626 0.801149 0.315371 -0.201078 -0.748194 -1.32598 -1.93443 -2.57356 -3.24335 -3.94382 -4.67495 -5.43675 -6.22922 -7.05235 -7.90616 -8.79064 -9.70578 -10.6516 -11.6281 -12.6352 -13.6731 -14.7415 
1.61085 2.02627 2.40989 2.7617 3.08171 3.36992 3.62632 3.85091 4.0437 4.20468 4.33386 4.43124 4.49681 4.53057 4.53253 4.50269 4.44104 4.34758 4.22232 4.06526 3.87639 3.65571 3.40323 3.11895 2.80286 2.45496 2.07526 1.66376 1.22045 0.745335 0.238416 -0.300308 -0.870838 -1.47317 -2.10731 -2.77325 -3.471 -4.20056 -4.96192 -5.75508 -6.58005 -7.43682 -8.3254 -9.24578 -10.198 -11.182 -12.1978 -13.2454 -14.3248 -15.436 
1.67866 2.10566 2.49972 2.86084 3.18901 3.48425 3.74654 3.9759 4.17231 4.33579 4.46632 4.56391 4.62856 4.66027 4.65904 4.62487 4.55775 4.4577 4.32471 4.15877 3.9599 3.72808 3.46332 3.16562 2.83498 2.4714 2.07488 1.64542 1.18302 0.687675 0.159389 -0.401836 -0.996002 -1.62311 -2.28316 -2.97614 -3.70207 -4.46095 -5.25276 -6.07751 -6.9352 -7.82583 -8.7494 -9.70592 -10.6954 -11.7178 -12.7731 -13.8614 -14.9826 -16.1368 
1.75131 2.18967 2.59394 2.96414 3.30026 3.6023 3.87027 4.10416 4.30397 4.46971 4.60137 4.69895 4.76246 4.79189 4.78724 4.74852 4.67572 4.56884 4.42789 4.25285 4.04375 3.80056 3.5233 3.21197 2.86655 2.48706 2.07349 1.62585 1.14413 0.628332 0.0784588 -0.505495 -1.12352 -1.77563 -2.46181 -3.18206 -3.9364 -4.72481 -5.5473 -6.40386 -7.2945 -8.21922 -9.17801 -10.1709 -11.1978 -12.2589 -13.354 -14.4831 -15.6464 -16.8437 
1.82898 2.27845 2.69272 3.07177 3.41561 3.72423 3.99765 4.23585 4.43884 4.60661 4.73918 4.83653 4.89866 4.92559 4.9173 4.8738 4.79509 4.68116 4.53203 4.34768 4.12811 3.87334 3.58335 3.25815 2.89773 2.50211 2.07127 1.60522 1.10395 0.567478 -0.00420952 -0.611113 -1.25323 -1.93055 -2.64309 -3.39084 -4.17381 -4.99199 -5.84538 -6.73398 -7.65779 -8.61682 -9.61106 -10.6405 -11.7052 -12.8051 -13.9401 -15.1105 -16.316 -17.5567 
1.91182 2.3722 2.79622 3.18391 3.53524 3.85022 4.12886 4.37114 4.57708 4.74667 4.87991 4.9768 5.03735 5.06154 5.04939 5.00089 4.91604 4.79484 4.63729 4.4434 4.21315 3.94656 3.64362 3.30433 2.92869 2.51671 2.06837 1.58369 1.06266 0.505278 -0.0884514 -0.718529 -1.38495 -2.08773 -2.82685 -3.60232 -4.41414 -5.26231 -6.14683 -7.06769 -8.0249 -9.01847 -10.0484 -11.1146 -12.2172 -13.3562 -14.5315 -15.7432 -16.9912 -18.2755 
2 2.47105 2.90462 3.30071 3.65931 3.98042 4.26406 4.5102 4.71887 4.89005 5.02374 5.11995 5.17868 5.19992 5.18367 5.12995 5.03873 4.91004 4.74386 4.54019 4.29904 4.02041 3.70429 3.35069 2.9596 2.53103 2.06497 1.56143 1.02041 0.4419 -0.174093 -0.827572 -1.51853 -2.24698 -3.01291 -3.81633 -4.65722 -5.53561 -6.45148 -7.40483 -8.39567 -9.42399 -10.4898 -11.5931 -12.7339 -13.9121 -15.1279 -16.3811 -17.6718 -19 
